Div,Date,HomeTeam,AwayTeam,HTOa,ATOa,HTAt,ATAt,HTMid,ATMid,HTDef,ATDef,HomeSquad,AwaySquad,HomeAvgAge,AwayAvgAge,HomeMV,AwayMV,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG,HxA,AxA,HxPTS,AxPTS,HPPDA,APPDA,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA
E0,2021-11-28,Brentford,Everton,74,79,74,78,74,79,73,79,38,42,24,25,273.3,479.05,1,0,H,1,0,H,6,14,4,5,8,11,3,3,4,3,0,0,1.2,0.97,0.27,0.83,1.59,1.08,13.21,6.97,2.25,3.2,3.4,2.2,3.25,3.4,2.25,3.25,3.35,2.29,3.33,3.51,2.25,3.1,3.4,2.2,3.13,3.4,2.29,3.26,3.62
E0,2021-11-28,Leicester,Watford,80,75,82,75,82,76,78,73,40,47,25,25,526.549999,156.2,4,2,H,3,1,H,18,16,8,5,5,19,8,6,0,0,0,0,2.16,2.38,1.59,1.19,1.24,1.52,11.8,5.0,1.61,4.0,5.5,1.58,4.1,5.5,1.63,4.2,5.0,1.65,4.16,5.57,1.62,4.0,5.25,1.6,4.0,5.25,1.69,4.05,5.33
E0,2021-11-28,Manchester City,West Ham,85,79,84,80,87,79,85,79,39,36,24,26,1000.0,354.9,2,1,H,1,0,H,19,5,9,3,7,6,8,4,2,0,0,0,2.72,0.17,1.54,0.08,2.9,0.06,7.33,23.88,1.28,5.75,10.0,1.32,5.25,9.5,1.3,5.5,11.0,1.3,5.98,10.56,1.29,5.5,10.0,1.25,5.75,10.5,1.27,6.5,11.0
E0,2021-11-28,Chelsea,Manchester United,83,84,84,85,86,83,82,84,44,43,25,25,914.5,769.15,1,1,D,0,0,D,24,3,6,2,13,14,15,2,2,5,0,0,2.35,0.56,0.77,0.01,2.65,0.22,5.38,16.7,1.57,4.0,6.0,1.58,4.2,5.5,1.6,3.9,6.0,1.63,4.21,5.75,1.57,4.0,5.8,1.57,3.9,5.75,1.58,4.21,6.44
E0,2021-11-30,Newcastle United,Norwich,75,74,79,74,74,74,74,74,34,45,27,24,313.9,163.2,1,1,D,0,0,D,9,16,1,6,8,11,2,5,0,0,0,1,1.16,1.51,0.4,1.01,1.08,1.62,36.63,4.92,1.95,3.5,3.9,1.93,3.6,3.8,2.0,3.4,3.9,2.02,3.68,3.91,1.95,3.6,3.75,2.0,3.6,3.8,2.09,3.6,3.75
E0,2021-11-30,Leeds,Crystal Palace,76,76,78,77,78,76,75,74,35,33,23,25,299.45,271.05,1,0,H,0,0,D,15,9,3,1,15,15,7,4,5,3,0,0,1.98,0.71,0.98,0.45,2.43,0.38,3.84,12.64,2.4,3.3,3.0,2.4,3.3,2.9,2.45,3.15,3.05,2.43,3.41,3.15,2.4,3.2,3.0,2.38,3.4,3.1,2.36,3.39,3.31
E0,2021-12-01,Southampton,Leicester,76,80,76,80,77,82,74,79,33,40,25,25,274.3,526.549999,2,2,D,2,1,H,15,15,7,6,14,11,2,4,1,3,0,0,1.91,1.44,1.27,0.48,1.75,1.0,10.08,8.83,2.37,3.5,2.87,2.3,3.5,2.9,2.4,3.45,2.85,2.47,3.56,2.98,2.38,3.3,3.0,2.38,3.4,2.88,2.42,3.57,3.02
E0,2021-12-01,Watford,Chelsea,75,84,75,84,76,86,74,83,47,44,25,25,156.2,914.5,1,2,A,1,1,D,13,8,6,4,18,16,6,0,4,3,0,0,0.99,0.91,0.87,0.77,1.4,1.27,6.97,7.88,10.0,5.25,1.3,9.5,5.25,1.32,11.0,5.5,1.3,10.31,5.61,1.33,11.0,5.0,1.3,11.0,5.25,1.29,11.04,5.51,1.32
E0,2021-12-01,West Ham,Brighton,79,76,80,77,79,74,79,76,36,43,26,24,354.9,318.0,1,1,D,1,0,H,14,9,6,3,10,8,9,5,1,1,0,0,1.15,1.26,1.03,1.2,1.25,1.43,13.38,3.54,1.95,3.6,3.8,1.95,3.6,3.7,2.0,3.5,3.7,2.05,3.6,3.87,2.0,3.4,3.8,1.95,3.3,3.8,2.04,3.45,4.49
E0,2021-12-01,Wolverhampton Wanderers,Burnley,78,76,78,76,81,76,77,76,38,35,24,27,376.95,138.05,0,0,D,0,0,D,16,6,2,1,5,7,5,5,2,3,0,0,0.71,0.2,0.57,0.12,1.82,0.72,7.0,14.0,1.85,3.5,4.33,1.85,3.5,4.33,1.95,3.4,4.1,1.98,3.43,4.39,1.91,3.3,4.2,1.91,3.25,4.2,1.88,3.43,4.94
E0,2021-12-01,Aston Villa,Manchester City,78,85,80,84,75,87,77,85,44,39,24,24,487.75,1000.0,1,2,A,0,2,A,9,17,3,7,8,12,4,11,0,0,0,0,0.77,1.02,0.77,0.77,1.13,1.53,15.1,8.73,9.0,5.25,1.33,8.5,5.0,1.36,10.0,5.25,1.33,8.57,5.25,1.39,9.0,5.0,1.33,9.0,5.0,1.33,7.4,4.69,1.48
E0,2021-12-01,Everton,Liverpool,79,84,78,86,79,83,79,85,42,49,25,24,479.05,918.9,1,4,A,1,2,A,8,16,2,7,8,16,3,11,4,3,0,0,0.51,2.86,0.38,2.23,0.14,2.79,15.64,4.46,7.5,5.25,1.36,7.25,5.0,1.39,7.0,5.0,1.43,7.67,5.17,1.43,7.5,4.8,1.38,8.0,4.75,1.36,9.13,5.18,1.38
E0,2021-12-02,Tottenham,Brentford,81,74,86,74,79,74,79,73,45,38,23,24,689.35,273.3,2,0,H,1,0,H,11,6,6,2,13,11,11,5,0,0,0,0,2.07,0.23,1.99,0.18,2.78,0.13,17.5,15.81,1.6,4.2,5.25,1.65,3.9,5.0,1.63,4.0,5.25,1.67,4.22,5.34,1.63,4.0,5.0,1.62,3.75,5.5,1.69,3.98,5.44
E0,2021-12-02,Manchester United,Arsenal,84,79,85,83,83,79,83,77,43,41,25,23,769.15,613.05,3,2,H,1,1,D,14,17,10,8,9,10,3,8,1,0,0,0,1.86,1.17,1.09,0.95,1.92,0.82,14.85,11.65,1.95,3.75,3.75,2.0,3.6,3.5,2.0,3.65,3.6,2.07,3.68,3.75,1.95,3.6,3.7,1.95,3.5,3.7,2.08,3.76,3.58
E0,2021-12-04,West Ham,Chelsea,79,84,80,84,79,86,79,82,36,44,26,25,354.9,914.5,3,2,H,1,2,A,11,19,5,7,10,10,1,9,1,3,0,0,2.02,1.37,1.14,1.1,1.88,0.88,12.6,9.45,4.75,3.6,1.75,4.6,3.7,1.77,4.5,3.6,1.8,4.85,3.58,1.85,4.6,3.7,1.75,4.75,3.6,1.8,4.92,3.65,1.83
E0,2021-12-04,Newcastle United,Burnley,75,76,79,76,74,76,74,76,34,35,27,27,313.9,138.05,1,0,H,1,0,H,19,10,4,1,11,9,10,3,1,1,0,0,1.71,0.6,0.73,0.42,2.25,0.52,16.25,6.67,2.3,3.3,3.2,2.25,3.4,3.1,2.3,3.35,3.15,2.4,3.38,3.22,2.25,3.25,3.2,2.25,3.3,3.1,2.41,3.49,3.09
E0,2021-12-04,Southampton,Brighton,76,76,76,77,77,74,74,76,33,43,25,24,274.3,318.0,1,1,D,1,0,H,14,14,4,4,15,12,6,2,4,2,0,0,1.34,1.49,1.13,1.3,1.21,1.51,8.65,4.24,2.45,3.2,3.0,2.45,3.2,2.95,2.45,3.2,3.05,2.48,3.25,3.22,2.45,3.0,3.1,2.38,3.13,3.0,2.65,3.23,2.96
E0,2021-12-04,Wolverhampton Wanderers,Liverpool,78,84,78,86,81,83,77,85,38,49,24,24,376.95,918.9,0,1,A,0,0,D,3,17,1,5,4,7,2,8,2,2,0,0,0.1,2.42,0.1,1.08,0.07,2.88,39.63,7.33,8.0,4.75,1.4,7.25,4.75,1.42,7.0,4.8,1.43,8.08,4.72,1.45,7.5,4.5,1.42,7.5,4.5,1.4,9.24,5.16,1.38
E0,2021-12-04,Watford,Manchester City,75,85,75,84,76,87,74,85,47,39,25,24,156.2,1000.0,1,3,A,0,2,A,11,26,4,13,10,7,5,11,3,0,0,0,0.68,4.03,0.36,3.71,0.08,2.88,32.13,6.24,12.0,7.0,1.2,15.5,7.5,1.18,13.0,7.0,1.2,14.88,7.43,1.21,13.0,6.5,1.2,13.0,7.5,1.17,15.0,7.0,1.22
E0,2021-12-05,Leeds,Brentford,76,73,78,74,77,74,76,73,35,38,23,24,299.45,273.3,2,2,D,1,0,H,13,9,6,3,11,9,5,1,5,3,0,0,1.42,1.2,1.47,1.09,1.54,1.16,4.79,11.09,1.95,3.6,3.8,1.85,3.7,4.0,1.95,3.6,3.9,1.98,3.63,4.13,1.95,3.4,3.9,1.9,3.4,4.0,1.83,3.63,4.94
E0,2021-12-05,Manchester United,Crystal Palace,84,76,88,77,83,76,82,74,43,33,25,25,769.15,271.05,1,0,H,0,0,D,16,8,3,2,16,9,9,6,2,2,0,0,0.87,0.52,0.77,0.49,1.62,1.0,7.0,14.87,1.5,4.33,6.5,1.55,4.2,5.75,1.57,4.2,5.75,1.59,4.13,6.46,1.55,4.0,6.0,1.55,4.0,5.75,1.54,4.49,6.56
E0,2021-12-05,Tottenham,Norwich,81,74,86,76,79,74,79,74,45,45,23,24,689.35,163.2,3,0,H,1,0,H,17,10,7,1,11,4,6,4,1,2,0,0,2.01,1.07,0.89,1.09,2.07,0.69,24.05,22.55,1.36,5.0,8.5,1.4,4.75,7.75,1.43,4.7,7.5,1.43,4.9,8.28,1.4,4.4,8.5,1.36,4.6,8.5,1.48,4.51,7.94
E0,2021-12-05,Aston Villa,Leicester,78,80,80,80,75,82,77,79,44,40,24,25,487.75,526.549999,2,1,H,1,1,D,13,12,4,5,8,25,3,6,1,1,0,0,1.85,0.98,1.72,0.84,2.03,0.74,13.5,4.08,2.37,3.4,3.0,2.37,3.5,2.87,2.35,3.35,3.05,2.38,3.49,3.17,2.35,3.4,2.9,2.3,3.3,3.0,2.4,3.42,3.17
E0,2021-12-06,Everton,Arsenal,79,79,78,83,78,79,79,77,42,41,25,23,479.05,613.05,2,1,H,0,1,A,11,10,5,3,8,12,3,3,2,2,0,0,1.06,1.06,0.7,1.06,1.34,1.35,15.43,9.0,3.4,3.5,2.1,3.2,3.5,2.2,3.35,3.45,2.15,3.45,3.65,2.18,3.4,3.4,2.1,3.4,3.25,2.15,3.33,3.42,2.31
E0,2021-12-10,Brentford,Watford,74,75,75,75,74,76,73,74,38,47,24,25,273.3,156.2,2,1,H,0,1,A,14,6,5,2,12,18,8,2,4,0,0,0,1.83,0.56,0.87,0.51,2.43,0.38,4.1,10.22,2.25,3.3,3.3,2.05,3.5,3.5,2.3,3.3,3.25,2.32,3.33,3.44,2.2,3.2,3.4,2.3,3.4,3.25,2.63,3.45,2.82
E0,2021-12-11,Manchester City,Wolverhampton Wanderers,85,78,84,78,87,81,85,77,39,38,24,24,1000.0,376.95,1,0,H,0,0,D,24,2,10,1,12,5,14,1,3,2,0,1,3.0,0.08,1.99,0.08,2.94,0.03,6.25,47.43,1.14,8.0,19.0,1.17,7.75,16.0,1.15,7.75,19.0,1.17,8.21,20.21,1.14,7.5,21.0,1.13,8.5,23.0,1.16,8.25,21.0
E0,2021-12-11,Arsenal,Southampton,79,76,83,76,79,77,78,75,41,33,23,25,613.05,274.3,3,0,H,2,0,H,15,11,5,6,5,9,9,8,2,0,0,0,2.08,0.5,2.0,0.32,2.53,0.32,21.38,20.0,1.61,4.0,5.5,1.65,4.0,5.0,1.65,4.0,5.0,1.68,4.01,5.61,1.63,3.9,5.25,1.62,3.8,5.25,1.75,4.1,4.76
E0,2021-12-11,Chelsea,Leeds,84,76,84,78,86,77,82,76,44,35,25,23,914.5,299.45,3,2,H,1,1,D,16,12,6,5,9,15,5,2,2,5,0,0,2.75,1.73,0.93,0.82,2.1,0.68,7.0,11.72,1.25,5.75,12.0,1.3,5.5,10.0,1.27,6.0,11.0,1.28,6.1,11.9,1.25,5.5,13.0,1.22,6.0,12.0,1.25,6.75,13.0
E0,2021-12-11,Liverpool,Aston Villa,84,78,86,80,83,75,85,77,49,44,24,24,918.9,487.75,1,0,H,0,0,D,20,4,5,0,13,6,11,3,1,2,0,0,2.71,0.14,0.75,0.08,2.91,0.05,5.23,24.73,1.2,7.0,13.0,1.25,6.25,10.5,1.25,6.75,11.0,1.23,7.15,12.65,1.24,6.0,11.0,1.2,6.5,12.0,1.24,6.75,13.0
E0,2021-12-11,Norwich,Manchester United,74,84,76,88,74,83,74,82,45,43,24,25,163.2,769.15,0,1,A,0,0,D,11,13,5,5,6,17,8,6,1,1,0,0,0.99,2.1,0.5,1.12,0.54,2.26,24.7,8.55,7.0,4.5,1.45,6.5,4.6,1.46,6.75,4.7,1.45,7.52,4.9,1.45,7.0,4.4,1.44,7.5,4.5,1.4,7.48,5.11,1.44
E0,2021-12-12,Burnley,West Ham,76,79,76,80,76,79,76,79,35,36,27,26,138.05,354.9,0,0,D,0,0,D,9,16,1,3,13,11,6,4,2,1,0,0,0.55,1.0,0.5,0.52,0.91,1.74,11.41,7.18,3.6,3.6,2.0,3.6,3.6,1.98,3.5,3.6,2.05,3.74,3.75,2.05,3.5,3.5,2.05,3.6,3.4,2.0,3.58,3.53,2.16
E0,2021-12-12,Leicester,Newcastle United,80,75,82,76,81,76,78,74,40,34,25,27,526.549999,313.9,4,0,H,1,0,H,8,12,5,3,9,16,4,6,2,3,0,0,2.06,0.51,1.17,0.32,2.6,0.26,12.17,7.39,1.66,4.1,4.75,1.68,4.0,4.75,1.75,4.1,4.3,1.78,4.01,4.71,1.72,3.9,4.4,1.7,3.9,4.33,1.7,4.12,5.06
E0,2021-12-12,Crystal Palace,Everton,76,79,77,78,76,78,74,79,33,42,25,25,271.05,479.05,3,1,H,1,0,H,17,12,6,6,15,14,8,2,0,2,0,0,2.1,1.28,1.61,0.56,2.0,0.77,8.13,9.61,2.3,3.2,3.3,2.25,3.25,3.2,2.3,3.2,3.35,2.3,3.22,3.63,2.25,3.2,3.3,2.25,3.1,3.4,2.27,3.25,3.66
E0,2021-12-14,Norwich,Aston Villa,74,78,76,80,74,75,74,77,45,44,24,24,163.2,487.75,0,2,A,0,1,A,7,17,3,6,12,9,7,10,3,1,0,0,0.5,1.96,0.12,1.87,0.26,2.58,8.77,14.15,3.3,3.3,2.25,3.3,3.25,2.25,3.3,3.25,2.3,3.45,3.3,2.33,3.4,3.0,2.3,3.4,3.3,2.25,3.78,3.43,2.14
E0,2021-12-14,Manchester City,Leeds,85,76,84,78,87,77,85,76,39,35,24,23,1000.0,299.45,7,0,H,3,0,H,31,6,15,3,5,9,6,2,1,1,0,0,3.31,0.23,2.58,0.16,2.92,0.05,11.65,27.0,1.14,8.5,15.0,1.14,8.75,19.0,1.15,8.25,16.0,1.16,9.0,19.75,1.14,8.0,19.0,1.14,9.0,20.0,1.14,9.5,20.0
E0,2021-12-15,Brighton,Wolverhampton Wanderers,76,78,77,78,75,81,77,77,43,38,24,24,318.0,376.95,0,1,A,0,1,A,12,8,2,5,11,14,7,4,2,0,0,0,1.2,1.12,0.99,0.92,1.45,1.22,6.33,17.93,2.25,3.1,3.5,2.2,3.0,3.6,2.35,3.1,3.35,2.37,3.05,3.66,2.3,2.9,3.6,2.25,3.0,3.4,2.0,3.25,4.6
E0,2021-12-15,Crystal Palace,Southampton,76,76,77,76,76,77,74,75,33,33,25,25,271.05,274.3,2,2,D,1,2,A,9,15,6,4,16,20,4,6,2,4,0,0,1.49,0.63,0.81,0.46,2.11,0.64,5.33,6.36,2.15,3.3,3.5,2.15,3.3,3.5,2.15,3.35,3.5,2.17,3.41,3.71,2.1,3.4,3.5,2.1,3.25,3.5,2.03,3.49,4.08
E0,2021-12-15,Arsenal,West Ham,79,79,83,80,79,79,78,79,41,36,23,26,613.05,354.9,2,0,H,0,0,D,21,7,8,1,8,9,5,2,2,0,0,1,2.81,0.34,1.07,0.17,2.85,0.09,9.09,13.44,2.1,3.6,3.3,2.15,3.6,3.2,2.25,3.5,3.15,2.27,3.58,3.32,2.15,3.5,3.25,2.15,3.4,3.2,2.3,3.62,3.19
E0,2021-12-16,Chelsea,Everton,84,79,84,78,85,78,82,79,44,42,25,25,914.5,479.05,1,1,D,0,0,D,23,5,10,3,11,11,7,1,2,3,0,0,3.2,0.63,2.92,0.59,2.8,0.12,5.07,25.24,1.22,6.5,13.0,1.24,6.25,12.5,1.25,5.75,12.0,1.24,6.36,14.4,1.24,5.8,12.0,1.22,5.75,13.0,1.23,7.83,16.72
E0,2021-12-16,Liverpool,Newcastle United,84,75,86,76,83,76,85,74,49,34,24,27,918.9,313.9,3,1,H,2,1,H,23,4,8,2,9,4,11,0,1,3,0,0,2.94,0.21,1.54,0.02,2.94,0.03,5.12,35.3,1.12,9.0,19.0,1.12,9.25,21.0,1.12,9.0,20.0,1.13,9.72,24.98,1.11,8.5,23.0,1.09,9.5,22.0,1.1,12.0,27.0
E0,2021-12-18,Leeds,Arsenal,76,79,78,83,77,79,76,78,35,41,23,23,299.45,613.05,1,4,A,0,3,A,9,21,2,12,11,7,1,4,3,1,0,0,1.31,3.69,0.53,3.12,0.21,2.7,14.13,7.48,3.9,3.8,1.83,3.9,3.8,1.85,3.8,3.75,1.9,3.89,3.84,1.93,3.75,3.7,1.91,4.0,3.6,1.85,5.58,4.41,1.62
E0,2021-12-19,Newcastle United,Manchester City,75,85,76,84,76,87,74,85,34,39,27,24,313.9,1000.0,0,4,A,0,2,A,5,18,1,7,9,6,3,6,1,2,0,0,0.17,3.65,0.15,3.62,0.01,2.98,23.26,9.59,13.0,7.5,1.18,13.5,7.5,1.19,16.0,7.5,1.17,16.21,7.42,1.18,17.0,7.0,1.17,17.0,7.5,1.14,23.5,10.0,1.13
E0,2021-12-19,Wolverhampton Wanderers,Chelsea,78,84,78,84,81,85,77,82,38,44,24,25,376.95,914.5,0,0,D,0,0,D,4,8,1,1,9,7,4,9,0,2,0,0,0.32,0.79,0.29,0.72,0.78,1.81,33.5,10.42,7.0,4.2,1.5,6.25,3.8,1.57,6.25,3.9,1.6,6.52,3.92,1.59,6.5,3.8,1.55,6.5,3.7,1.55,5.74,3.54,1.76
E0,2021-12-19,Tottenham,Liverpool,81,84,85,86,79,83,79,85,45,49,23,24,689.35,918.9,2,2,D,1,1,D,10,18,5,6,12,11,6,4,4,4,0,1,2.8,1.55,1.94,1.39,2.27,0.54,21.18,6.64,5.25,4.75,1.53,5.25,4.4,1.57,5.25,4.3,1.6,5.19,4.78,1.57,5.25,4.4,1.55,5.5,4.1,1.55,5.13,4.4,1.65
E0,2021-12-26,Manchester City,Leicester,85,80,84,82,87,81,85,78,39,40,24,25,1000.0,526.549999,6,3,H,4,0,H,17,14,9,8,11,9,14,4,1,2,0,0,3.83,2.43,1.56,1.65,2.28,0.56,8.96,43.0,1.18,7.5,13.0,1.18,8.0,13.5,1.17,7.75,15.0,1.19,7.91,13.72,1.18,7.0,15.0,1.14,7.5,17.0,1.13,10.5,21.0
E0,2021-12-26,Norwich,Arsenal,74,79,76,83,74,79,74,78,45,41,24,23,163.2,613.05,0,5,A,0,2,A,4,16,2,6,13,7,3,5,1,2,0,0,0.15,2.88,0.15,1.2,0.03,2.94,13.88,9.56,8.0,4.75,1.4,6.75,4.75,1.43,7.25,4.7,1.43,8.02,4.81,1.42,7.5,4.4,1.42,8.0,4.4,1.4,6.58,4.54,1.53
E0,2021-12-26,Tottenham,Crystal Palace,81,76,85,77,79,76,79,74,45,33,23,25,689.35,271.05,3,0,H,2,0,H,17,4,6,0,16,10,4,2,1,1,0,1,2.82,0.18,2.72,0.18,2.9,0.06,5.67,14.0,1.72,3.8,4.75,1.7,3.9,4.8,1.73,3.85,4.8,1.7,3.91,5.21,1.7,3.7,5.0,1.67,3.7,5.0,1.75,3.87,5.14
E0,2021-12-26,West Ham,Southampton,79,76,80,76,78,77,77,75,36,33,26,25,354.9,274.3,2,3,A,0,1,A,11,11,5,6,10,9,10,2,2,3,0,0,1.54,1.36,1.52,0.55,1.52,1.17,9.56,9.36,1.8,3.9,4.2,1.88,3.6,4.0,1.83,3.85,4.1,1.86,3.78,4.28,1.85,3.7,4.0,1.8,3.7,4.2,1.98,3.66,4.07
E0,2021-12-26,Aston Villa,Chelsea,78,84,78,84,76,85,77,82,44,44,24,25,487.75,914.5,1,3,A,1,1,D,8,10,1,4,8,11,2,5,3,1,0,0,0.47,2.83,0.39,1.26,0.1,2.85,23.0,9.23,5.25,3.8,1.65,5.5,3.75,1.65,5.0,3.75,1.7,5.57,3.77,1.69,5.25,3.7,1.67,5.25,3.6,1.67,5.37,3.91,1.71
E0,2021-12-26,Brighton,Brentford,76,74,77,75,75,74,77,72,43,38,24,24,318.0,273.3,2,0,H,2,0,H,15,16,5,6,8,10,6,9,1,3,0,0,0.94,1.1,0.71,0.94,1.19,1.5,10.32,12.63,1.9,3.4,4.2,1.93,3.5,4.0,1.95,3.45,4.1,1.95,3.49,4.25,1.95,3.4,4.0,1.9,3.25,4.2,1.99,3.41,4.42
E0,2021-12-27,Newcastle United,Manchester United,75,83,76,86,76,83,74,81,34,43,27,25,313.9,769.15,1,1,D,1,0,H,13,13,8,4,11,8,2,4,3,3,0,0,1.27,1.76,1.08,1.63,0.98,1.73,14.18,5.59,6.5,4.75,1.44,6.0,4.6,1.47,6.25,4.7,1.5,6.92,4.46,1.49,6.5,4.4,1.47,6.5,4.5,1.44,6.28,4.74,1.53
E0,2021-12-28,Crystal Palace,Norwich,76,74,77,76,76,74,74,74,33,45,25,24,271.05,163.2,3,0,H,3,0,H,19,12,6,3,9,13,8,8,1,2,0,0,2.39,0.59,0.85,0.38,2.61,0.26,10.89,11.14,1.65,3.75,5.5,1.66,3.6,5.75,1.67,3.65,5.5,1.69,3.77,5.91,1.63,3.75,5.5,1.67,3.7,6.0,1.78,3.6,5.48
E0,2021-12-28,Southampton,Tottenham,76,81,76,85,77,79,75,79,33,45,25,23,274.3,689.35,1,1,D,1,1,D,9,21,2,11,15,5,3,7,2,2,1,0,0.35,2.81,0.24,1.88,0.1,2.83,8.14,7.64,3.75,3.5,2.0,3.5,3.5,2.05,3.8,3.4,2.05,3.87,3.52,2.08,3.6,3.5,2.0,3.75,3.5,2.05,3.77,3.37,2.17
E0,2021-12-28,Watford,West Ham,75,79,75,80,76,78,74,77,47,36,25,26,156.2,354.9,1,4,A,1,2,A,14,13,5,6,12,12,4,5,0,1,0,0,1.01,2.84,0.75,2.04,0.3,2.58,9.04,4.72,3.4,3.6,2.1,3.3,3.5,2.15,3.2,3.55,2.2,3.35,3.6,2.24,3.25,3.5,2.15,3.25,3.6,2.2,3.59,3.84,2.07
E0,2021-12-28,Leicester,Liverpool,80,84,82,86,81,83,78,85,40,49,25,24,526.549999,918.9,1,0,H,0,0,D,6,21,1,4,8,11,1,12,0,1,0,0,0.62,2.73,0.62,1.04,0.15,2.76,18.58,6.0,8.0,5.5,1.33,7.5,5.75,1.35,7.0,5.25,1.4,7.76,5.82,1.38,8.0,5.25,1.35,8.5,5.75,1.33,8.27,6.23,1.33
E0,2021-12-29,Chelsea,Brighton,84,76,84,77,85,75,82,77,44,43,25,24,914.5,318.0,1,1,D,1,0,H,11,18,5,6,14,7,10,8,4,1,0,0,0.76,0.79,0.57,0.61,1.3,1.33,9.22,12.63,1.4,4.5,7.5,1.44,4.33,7.75,1.4,4.6,8.5,1.42,4.56,8.59,1.42,4.33,8.0,1.4,4.33,8.0,1.35,5.04,11.23
E0,2021-12-29,Brentford,Manchester City,74,85,75,84,74,87,72,85,38,39,24,24,273.3,1000.0,0,1,A,0,1,A,6,12,2,3,12,10,3,5,0,0,0,0,0.24,1.02,0.2,0.85,0.5,2.21,13.09,5.09,19.0,8.0,1.14,15.5,8.0,1.17,18.0,7.75,1.15,16.97,7.96,1.17,17.0,7.5,1.15,19.0,7.5,1.13,14.33,8.47,1.19
E0,2021-12-30,Manchester United,Burnley,83,76,86,76,83,76,81,76,43,35,25,27,769.15,138.05,3,1,H,3,1,H,18,10,6,3,5,10,7,5,0,0,0,0,1.81,0.87,1.08,0.72,2.08,0.69,20.2,11.86,1.36,5.0,9.0,1.36,5.0,8.5,1.4,4.9,7.75,1.38,4.97,8.67,1.36,4.75,8.5,1.33,4.75,8.5,1.39,4.97,9.7
E0,2022-01-01,Arsenal,Manchester City,79,85,83,84,79,87,78,85,41,39,23,24,613.05,1000.0,1,2,A,1,0,H,7,15,2,2,13,5,5,5,3,2,1,0,0.84,1.95,0.21,0.68,0.5,2.29,13.12,7.0,5.75,4.75,1.5,6.0,4.6,1.49,5.75,4.8,1.5,6.01,4.57,1.53,5.8,4.33,1.52,5.75,4.33,1.5,5.24,4.21,1.68
E0,2022-01-01,Watford,Tottenham,75,81,75,85,76,79,74,79,47,45,25,23,156.2,689.35,0,1,A,0,0,D,6,21,4,9,6,9,3,7,0,1,0,0,0.3,1.94,0.16,1.74,0.24,2.62,31.78,5.64,5.0,4.2,1.61,5.25,4.2,1.6,5.25,4.1,1.63,5.42,4.25,1.62,5.25,3.9,1.63,5.5,3.9,1.57,6.01,4.12,1.63
E0,2022-01-01,Crystal Palace,West Ham,76,79,77,80,76,78,74,77,33,36,25,26,271.05,354.9,2,3,A,0,3,A,22,10,6,5,6,16,9,1,0,2,0,0,2.69,2.23,2.47,1.19,1.69,1.08,10.2,9.82,3.1,3.4,2.3,3.2,3.5,2.15,3.0,3.45,2.35,3.09,3.41,2.4,3.0,3.4,2.3,3.0,3.4,2.25,3.56,3.37,2.25
E0,2022-01-02,Brentford,Aston Villa,74,78,75,78,74,76,72,77,38,44,24,24,273.3,487.75,2,1,H,1,1,D,10,16,4,5,17,11,3,7,2,2,0,0,0.5,1.14,0.36,1.04,0.77,1.91,8.1,12.94,3.0,3.3,2.4,2.95,3.25,2.4,3.0,3.3,2.45,3.09,3.3,2.46,2.9,3.25,2.45,3.0,3.2,2.38,2.95,3.21,2.69
E0,2022-01-02,Everton,Brighton,79,76,78,77,78,75,79,77,42,43,25,24,479.05,318.0,2,3,A,0,2,A,17,12,6,5,5,12,8,5,1,1,0,0,1.83,1.48,0.58,1.33,1.62,1.09,11.32,8.09,2.75,3.2,2.62,2.85,3.0,2.7,2.7,3.2,2.7,2.87,3.08,2.78,2.7,3.1,2.7,2.7,3.1,2.63,2.91,3.12,2.67
